15
23
16
16
11
19
1
3
3
3
71
38
9
15
41
1
23
25
4
8
10
3
4
9
3
52
13
13
17
2
10
24
5
8
8
1
1
6
12
14
4
13
21
3
7
12
4
4
3
12
1
37
2
2
25
30
15
13
3
14
19
28
4
21
23
1
20
3
23
1
8
5
2
10
3
1
6
2
24
13
6
1
20
5
10
23
35
8
10
