@AAV.103968/ORF/1-2223/2223/+_10026
@AAV.103968/ORF/1-2223/2223/+_10071
@AAV.103968/ORF/1-2223/2223/+_10072
@AAV.103968/ORF/1-2223/2223/+_10074
@AAV.103968/ORF/1-2223/2223/+_10077
@AAV.103968/ORF/1-2223/2223/+_10078
@AAV.103968/ORF/1-2223/2223/+_10079
@AAV.103968/ORF/1-2223/2223/+_10085
@AAV.103968/ORF/1-2223/2223/+_10086
@AAV.103968/ORF/1-2223/2223/+_10100
@AAV.103968/ORF/1-2223/2223/+_10101
@AAV.103968/ORF/1-2223/2223/+_10102
@AAV.103968/ORF/1-2223/2223/+_10103
@AAV.103968/ORF/1-2223/2223/+_10147
@AAV.103968/ORF/1-2223/2223/+_10148
