@AAV.107402/ORF/1-2208/2208/+_10025
@AAV.107402/ORF/1-2208/2208/+_10026
@AAV.107402/ORF/1-2208/2208/+_10080
@AAV.107402/ORF/1-2208/2208/+_10081
@AAV.107402/ORF/1-2208/2208/+_10082
@AAV.107402/ORF/1-2208/2208/+_10099
@AAV.107402/ORF/1-2208/2208/+_10100
@AAV.107402/ORF/1-2208/2208/+_10101
@AAV.107402/ORF/1-2208/2208/+_10102
@AAV.107402/ORF/1-2208/2208/+_10103
@AAV.107402/ORF/1-2208/2208/+_10104
@AAV.107402/ORF/1-2208/2208/+_10106
@AAV.107402/ORF/1-2208/2208/+_10107
@AAV.107402/ORF/1-2208/2208/+_10108
@AAV.107402/ORF/1-2208/2208/+_10113
@AAV.107402/ORF/1-2208/2208/+_10141
@AAV.107402/ORF/1-2208/2208/+_10147
