@AAV.104223/ORF/1-2214/2214/+_10023
@AAV.104223/ORF/1-2214/2214/+_10024
@AAV.104223/ORF/1-2214/2214/+_10025
@AAV.104223/ORF/1-2214/2214/+_10031
@AAV.104223/ORF/1-2214/2214/+_10056
@AAV.104223/ORF/1-2214/2214/+_10072
@AAV.104223/ORF/1-2214/2214/+_10108
@AAV.104223/ORF/1-2214/2214/+_10109
@AAV.104223/ORF/1-2214/2214/+_10110
@AAV.104223/ORF/1-2214/2214/+_10111
@AAV.104223/ORF/1-2214/2214/+_10112
@AAV.104223/ORF/1-2214/2214/+_10113
@AAV.104223/ORF/1-2214/2214/+_10114
@AAV.104223/ORF/1-2214/2214/+_10147
