@AAV.102191/ORF/1-2217/2217/+_10025
@AAV.102191/ORF/1-2217/2217/+_10026
@AAV.102191/ORF/1-2217/2217/+_10056
@AAV.102191/ORF/1-2217/2217/+_10085
@AAV.102191/ORF/1-2217/2217/+_10094
@AAV.102191/ORF/1-2217/2217/+_10095
@AAV.102191/ORF/1-2217/2217/+_10096
@AAV.102191/ORF/1-2217/2217/+_10097
@AAV.102191/ORF/1-2217/2217/+_10102
@AAV.102191/ORF/1-2217/2217/+_10103
@AAV.102191/ORF/1-2217/2217/+_10106
@AAV.102191/ORF/1-2217/2217/+_10107
@AAV.102191/ORF/1-2217/2217/+_10108
@AAV.102191/ORF/1-2217/2217/+_10109
@AAV.102191/ORF/1-2217/2217/+_10146
@AAV.102191/ORF/1-2217/2217/+_10147
@AAV.102191/ORF/1-2217/2217/+_10148
