@AAV.103247/ORF/1-2217/2217/+_10025
@AAV.103247/ORF/1-2217/2217/+_10026
@AAV.103247/ORF/1-2217/2217/+_10035
@AAV.103247/ORF/1-2217/2217/+_10042
@AAV.103247/ORF/1-2217/2217/+_10063
@AAV.103247/ORF/1-2217/2217/+_10064
@AAV.103247/ORF/1-2217/2217/+_10065
@AAV.103247/ORF/1-2217/2217/+_10076
@AAV.103247/ORF/1-2217/2217/+_10077
@AAV.103247/ORF/1-2217/2217/+_10087
@AAV.103247/ORF/1-2217/2217/+_10088
@AAV.103247/ORF/1-2217/2217/+_10089
@AAV.103247/ORF/1-2217/2217/+_10090
@AAV.103247/ORF/1-2217/2217/+_10091
@AAV.103247/ORF/1-2217/2217/+_10103
@AAV.103247/ORF/1-2217/2217/+_10113
@AAV.103247/ORF/1-2217/2217/+_10114
@AAV.103247/ORF/1-2217/2217/+_10115
@AAV.103247/ORF/1-2217/2217/+_10116
@AAV.103247/ORF/1-2217/2217/+_10140
@AAV.103247/ORF/1-2217/2217/+_10141
