@AAV.105932/ORF/1-2220/2220/+_10017
@AAV.105932/ORF/1-2220/2220/+_10025
@AAV.105932/ORF/1-2220/2220/+_10026
@AAV.105932/ORF/1-2220/2220/+_10056
@AAV.105932/ORF/1-2220/2220/+_10085
@AAV.105932/ORF/1-2220/2220/+_10127
