@AAV.100099/ORF/1-2220/2220/+_10026
@AAV.100099/ORF/1-2220/2220/+_10071
@AAV.100099/ORF/1-2220/2220/+_10113
@AAV.100099/ORF/1-2220/2220/+_10114
@AAV.100099/ORF/1-2220/2220/+_10115
@AAV.100099/ORF/1-2220/2220/+_10116
@AAV.100099/ORF/1-2220/2220/+_10147
@AAV.100099/ORF/1-2220/2220/+_10148
