@AAV.100695/ORF/1-2211/2211/+_10025
@AAV.100695/ORF/1-2211/2211/+_10026
@AAV.100695/ORF/1-2211/2211/+_10036
@AAV.100695/ORF/1-2211/2211/+_10063
@AAV.100695/ORF/1-2211/2211/+_10064
@AAV.100695/ORF/1-2211/2211/+_10065
@AAV.100695/ORF/1-2211/2211/+_10070
@AAV.100695/ORF/1-2211/2211/+_10071
@AAV.100695/ORF/1-2211/2211/+_10087
@AAV.100695/ORF/1-2211/2211/+_10088
@AAV.100695/ORF/1-2211/2211/+_10089
@AAV.100695/ORF/1-2211/2211/+_10090
@AAV.100695/ORF/1-2211/2211/+_10096
@AAV.100695/ORF/1-2211/2211/+_10101
@AAV.100695/ORF/1-2211/2211/+_10102
@AAV.100695/ORF/1-2211/2211/+_10104
@AAV.100695/ORF/1-2211/2211/+_10105
@AAV.100695/ORF/1-2211/2211/+_10120
@AAV.100695/ORF/1-2211/2211/+_10147
