@AAV.102923/ORF/1-2220/2220/+_10023
@AAV.102923/ORF/1-2220/2220/+_10024
@AAV.102923/ORF/1-2220/2220/+_10025
@AAV.102923/ORF/1-2220/2220/+_10026
@AAV.102923/ORF/1-2220/2220/+_10056
@AAV.102923/ORF/1-2220/2220/+_10063
@AAV.102923/ORF/1-2220/2220/+_10064
@AAV.102923/ORF/1-2220/2220/+_10065
@AAV.102923/ORF/1-2220/2220/+_10066
@AAV.102923/ORF/1-2220/2220/+_10070
@AAV.102923/ORF/1-2220/2220/+_10071
@AAV.102923/ORF/1-2220/2220/+_10072
@AAV.102923/ORF/1-2220/2220/+_10073
@AAV.102923/ORF/1-2220/2220/+_10074
@AAV.102923/ORF/1-2220/2220/+_10075
@AAV.102923/ORF/1-2220/2220/+_10076
@AAV.102923/ORF/1-2220/2220/+_10141
@AAV.102923/ORF/1-2220/2220/+_10143
